1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinSF1,BsmtFinSF2,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,BsmtFullBath,BsmtHalfBath,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtUnfSF,CentralAir_N,CentralAir_Y,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,EnclosedPorch,ExterCond_Ex,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Po,FireplaceQu_TA,Fireplaces,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,FullBath,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageArea,GarageCars,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Ex,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageYrBlt,GrLivArea,HalfBath,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,KitchenAbvGr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,LotArea,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LotFrontage,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LowQualFinSF,MSSubClass,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrArea,MiscVal,MoSold,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OpenPorchSF,OverallCond,OverallQual,PavedDrive_N,PavedDrive_P,PavedDrive_Y,PoolArea,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,ScreenPorch,Street_Grvl,Street_Pave,TotRmsAbvGrd,TotalBsmtSF,Utilities_AllPub,Utilities_NoSeWa,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
1478,0,0,2,True,False,False,False,False,False,False,False,True,True,False,False,False,578,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,True,False,False,False,892,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,484,2,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,2009.0,1478,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,False,True,True,False,False,4403,False,False,False,False,True,69.0,False,True,False,False,0,20,False,True,False,False,False,432.0,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,144,5,7,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,222000,False,False,False,False,False,False,True,False,False,0,False,True,7,1470,True,False,0,2009,2009,2010
1028,0,0,2,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,False,True,1008,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,130,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,False,True,False,False,False,False,1,False,False,False,False,False,False,True,360,2,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1927.0,1028,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False,True,True,False,False,8960,False,False,False,False,True,56.0,False,False,False,True,0,30,False,False,False,False,True,0.0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,6,5,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,115000,False,False,False,False,False,False,False,False,True,0,False,True,5,1008,True,False,0,1927,1950,2010
1080,1017,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,50,531,False,True,False,False,False,False,False,False,True,False,False,False,0,1,False,False,True,False,499,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,678,3,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1993.0,2097,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,True,False,False,False,False,True,True,False,False,11228,False,True,False,False,False,59.0,False,True,False,False,0,60,False,False,False,True,False,0.0,0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,187,5,7,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,228000,False,False,False,False,False,False,False,False,True,0,False,True,9,1080,True,False,196,1993,1993,2008
1340,0,0,3,True,False,False,False,False,False,False,False,True,True,False,False,False,24,0,False,False,True,False,False,False,False,False,False,False,False,True,0,0,False,False,True,False,1316,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,False,False,True,False,False,False,2,False,False,False,False,False,False,True,396,2,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,2007.0,1340,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,False,True,True,False,False,8899,False,False,False,False,True,73.0,True,False,False,False,0,20,False,False,False,True,False,0.0,0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,5,7,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,181134,False,False,False,False,False,False,True,False,False,0,False,True,6,1340,True,False,100,2007,2007,2007
672,728,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,209,0,True,False,False,False,False,False,False,False,False,False,False,True,0,0,False,False,False,True,463,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,False,True,False,False,False,False,1,False,False,False,False,False,False,True,440,2,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1978.0,1400,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,False,True,False,False,False,True,True,False,False,7844,False,False,False,False,True,74.0,False,False,False,True,0,60,False,False,False,True,False,203.0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,7,6,False,False,True,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,149500,False,False,False,False,False,False,False,False,True,0,False,True,6,672,True,False,0,1978,1978,2006
1370,1254,0,4,True,False,False,False,False,False,False,False,True,False,False,False,True,1128,0,False,True,False,False,False,False,False,False,False,False,False,True,1,0,False,False,True,False,242,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1,True,False,False,False,False,False,2,False,False,False,False,False,False,True,864,3,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1918.0,2624,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,False,False,False,True,False,False,False,True,True,False,False,22420,False,False,False,False,True,86.0,True,False,False,False,0,70,False,False,False,True,False,0.0,0,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6,6,True,False,False,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,239000,False,False,False,False,False,False,False,False,True,0,False,True,10,1370,True,False,0,1918,1950,2007
756,378,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,312,0,True,False,False,False,False,False,False,False,False,False,False,True,1,0,False,False,False,True,444,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,True,False,False,False,False,False,1,False,False,False,False,False,False,True,240,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1940.0,1134,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,True,False,False,False,True,True,False,False,8160,False,False,False,False,True,60.0,False,False,False,True,0,50,False,False,False,True,False,0.0,0,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6,5,False,True,False,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,126000,False,False,False,False,False,False,False,False,True,0,False,True,7,756,True,False,0,1940,1950,2007
1056,0,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,775,0,False,True,False,False,False,False,False,False,False,False,False,True,1,0,False,False,False,True,281,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,184,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1,False,True,False,False,False,False,1,False,False,False,False,False,False,True,304,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1968.0,1056,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False,True,True,False,False,8450,False,False,False,False,True,65.0,False,False,False,True,0,20,False,False,False,True,False,0.0,0,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,85,6,5,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,142000,False,False,False,False,False,False,False,False,True,0,False,True,6,1056,True,False,0,1968,1968,2010
1344,0,0,2,False,False,True,False,False,False,True,False,False,False,True,False,False,1309,0,False,False,True,False,False,False,False,False,False,False,False,True,2,0,False,False,True,False,35,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,False,False,True,False,False,False,2,False,False,False,False,False,False,True,784,4,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1997.0,1344,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2,False,False,False,True,False,False,False,True,True,False,False,7060,False,False,False,False,True,78.0,False,False,False,True,0,90,False,False,False,False,True,200.0,0,11,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,7,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,206300,False,False,False,False,False,False,False,False,True,0,False,True,8,1344,True,False,0,1997,1998,2008
1602,0,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,1246,0,True,False,False,False,False,False,False,False,False,False,False,True,0,1,False,False,True,False,356,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,False,True,False,False,False,False,2,False,False,False,False,False,False,True,529,2,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1977.0,1602,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,False,True,True,False,False,16635,False,False,True,False,False,69.0,True,False,False,False,0,20,False,False,False,True,False,126.0,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,7,6,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,215000,False,False,False,False,False,False,False,False,True,0,False,True,8,1602,True,False,240,1977,2000,2009
988,0,0,2,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,False,True,988,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,1,False,False,False,False,False,False,True,520,2,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1954.0,988,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,True,False,False,False,True,False,21750,False,False,False,False,True,100.0,False,False,False,True,0,20,False,False,False,True,False,0.0,0,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,5,True,False,False,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,113000,False,False,False,False,False,False,False,False,True,0,False,True,4,988,True,False,0,1954,1954,2008
1470,1160,0,4,True,False,False,False,False,False,False,False,True,False,False,False,True,986,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,False,False,True,False,484,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,696,3,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1998.0,2630,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,True,False,False,False,False,True,True,False,False,9200,False,False,False,False,True,80.0,False,False,False,True,0,60,False,False,False,True,False,473.0,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,66,5,8,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,315000,False,False,False,False,False,False,False,False,True,0,False,True,8,1470,True,False,0,1998,1998,2008
1196,0,0,2,True,False,False,False,False,False,False,False,True,False,False,False,True,616,0,False,False,False,True,False,False,False,False,False,False,False,True,1,0,False,False,True,False,580,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,False,True,False,False,False,False,1,False,False,False,False,False,False,True,297,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1956.0,1196,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False,True,True,False,False,9000,False,False,False,False,True,72.0,False,False,False,True,0,20,False,False,False,True,False,74.0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,44,5,6,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,139000,False,False,False,False,False,False,False,False,True,0,False,True,6,1196,True,False,0,1956,1956,2008
707,682,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,False,True,651,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,126,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,False,True,False,False,False,False,1,False,False,False,False,False,False,True,240,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1947.0,1389,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,False,True,False,True,False,False,True,False,False,3378,False,False,False,False,True,60.0,False,False,False,True,0,60,False,False,False,False,True,0.0,0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,8,7,False,True,False,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,135000,False,False,False,False,False,False,False,False,True,0,False,True,6,651,True,False,0,1946,1992,2009
1644,0,0,2,True,False,False,False,False,False,False,False,True,False,True,False,False,1518,0,False,False,True,False,False,False,False,False,False,False,False,True,1,1,False,False,True,False,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,569,2,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1989.0,1644,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1,False,False,True,False,False,False,True,False,False,True,False,12800,False,False,False,False,True,69.0,False,False,False,True,0,80,False,False,False,True,False,145.0,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,5,7,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,275000,False,False,False,False,False,False,False,False,True,396,False,True,5,1518,True,False,80,1989,1989,2009
907,0,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,288,0,False,False,False,False,True,False,False,False,False,False,False,True,0,0,False,False,False,True,619,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,1,False,False,False,False,False,False,True,352,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1964.0,907,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False,True,True,False,False,8593,False,False,False,False,True,77.0,True,False,False,False,0,20,False,False,False,True,False,0.0,0,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,6,4,False,False,True,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,109008,False,False,False,False,False,False,False,False,True,0,False,True,5,907,True,False,0,1957,1957,2008
1208,0,0,2,True,False,False,False,False,False,False,False,True,False,False,False,True,664,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,False,False,True,False,544,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,False,False,True,False,False,False,2,False,False,False,False,False,False,True,628,2,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2007.0,1208,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,False,True,True,False,False,6762,False,False,False,False,True,64.0,False,False,False,True,0,20,False,False,False,True,False,108.0,0,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,54,5,7,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,195400,False,False,False,False,False,False,True,False,False,0,False,True,6,1208,True,False,105,2007,2007,2007
1412,0,0,3,True,False,False,False,False,False,False,False,True,False,False,True,False,1005,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,False,False,True,False,387,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,169,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,False,True,False,False,False,False,2,False,False,False,False,False,False,True,576,2,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1988.0,1412,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,False,True,True,False,False,11457,True,False,False,False,False,130.0,True,False,False,False,0,20,False,False,False,True,False,0.0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,5,6,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,175000,False,False,False,False,False,False,False,False,True,0,False,True,6,1392,True,False,0,1988,1988,2009
483,504,0,2,False,False,False,True,False,False,False,False,True,False,False,False,True,387,0,True,False,False,False,False,False,False,False,False,False,False,True,0,0,False,False,False,True,96,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,1,False,False,False,False,False,False,True,264,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1971.0,987,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,False,True,False,False,False,True,True,False,False,1680,False,False,False,False,True,21.0,False,False,False,True,0,160,False,False,False,False,True,232.0,0,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,6,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,85400,True,False,False,False,False,False,False,False,False,0,False,True,4,483,True,False,0,1971,1971,2008
